"","SessionName","Trap","StartDate","Operation","Speed","SillDepth","DepthUnits","TagTemp","SessionNote"
"1623","NPM17234.MC2","MARTR2",2017-08-22 13:06:00,"1.0",4,NA,NA,8.5,NA
"1624","NPM17235.MC2","MARTR2",2017-08-23 11:07:00,"1.0",4,NA,NA,6.5,NA
"1625","NPM17236.MC2","MARTR2",2017-08-24 10:01:00,"1.0",4,NA,NA,8,NA
"1626","NPM17237.MC2","MARTR2",2017-08-25 09:22:00,"1.0",4,NA,NA,6,NA
"1627","NPM17238.MC2","MARTR2",2017-08-26 09:34:00,"1.0",4,NA,NA,7,NA
"1628","NPM17239.MC2","MARTR2",2017-08-27 08:54:00,"1.0",4,NA,NA,5,NA
"1629","NPM17240.MC2","MARTR2",2017-08-28 09:32:00,"1.0",4,NA,NA,6,NA
"1630","NPM17241.MC2","MARTR2",2017-08-29 09:34:00,"1.0",4,NA,NA,8,NA
"1631","NPM17242.MC2","MARTR2",2017-08-30 11:19:00,"1.0",4,NA,NA,8.5,NA
"1632","NPM17243.MC2","MARTR2",2017-08-31 10:38:00,"1.0",4,NA,NA,8,NA
"1633","NPM17244.MC2","MARTR2",2017-09-01 08:47:00,"1.0",4,NA,NA,5,NA
"1634","NPM17245.MC2","MARTR2",2017-09-02 09:58:00,"1.0",4,NA,NA,6,NA
"1635","NPM17246.MC2","MARTR2",2017-09-03 08:01:00,"1.0",4,NA,NA,5,NA
"1636","NPM17247.MC2","MARTR2",2017-09-04 08:10:00,"1.0",4,NA,NA,6,NA
"1637","NPM17248.MC2","MARTR2",2017-09-05 09:53:00,"1.0",4,NA,NA,5,NA
"1638","NPM17249.MC2","MARTR2",2017-09-06 09:01:00,"1.0",4,NA,NA,5,NA
"1639","NPM17249.MC2 (1)","MARTR2",2017-09-06 11:17:00,"1.0",4,NA,NA,NA,NA
"1640","NPM17250.MC2","MARTR2",2017-09-07 09:54:00,"1.0",4,NA,NA,6,NA
"1641","NPM17251.MC2","MARTR2",2017-09-08 09:39:00,"1.0",4,NA,NA,6,NA
"1642","NPM17252.MC2","MARTR2",2017-09-09 10:18:00,"1.0",4,NA,NA,7,"rained hard in last 24 hours, may be why we had so many fish today."
"1643","NPM17253.MC2","MARTR2",2017-09-10 11:15:00,"1.0",4,NA,NA,8,NA
"1644","NPM17254.MC2","MARTR2",2017-09-11 09:15:00,"1.0",4,NA,NA,5,NA
"1645","NPM17255.MC2","MARTR2",2017-09-12 08:47:00,"1.0",4,NA,NA,5,NA
"1646","NPM17256.MC2","MARTR2",2017-09-13 08:37:00,"1.0",4,NA,NA,7,NA
"1647","NPM17257.MC2","MARTR2",2017-09-14 09:46:00,"1.0",4,NA,NA,5.5,NA
"1648","NPM17258.MC2","MARTR2",2017-09-15 08:44:00,"1.0",4,NA,NA,5,NA
"1649","NPM17259.MC2","MARTR2",2017-09-16 12:49:00,"1.0",4,NA,NA,6,NA
"1650","NPM17260.MC2","MARTR2",2017-09-17 13:42:00,"1.0",4,NA,NA,8,NA
"1651","NPM17261.MC2","MARTR2",2017-09-18 14:39:00,"1.0",6,NA,NA,4,NA
"1652","NPM17262.MC2","MARTR2",2017-09-19 09:05:00,"1.0",5,NA,NA,1.5,NA
"1653","NPM17263.MC2","MARTR2",2017-09-20 09:18:00,"1.0",5,NA,NA,2,NA
"1654","NPM17264.MC2","MARTR2",2017-09-21 11:18:00,"1.0",5,NA,NA,2,NA
"1655","NPM17265.MC2","MARTR2",2017-09-22 10:10:00,"1.0",4,NA,NA,3,NA
"1656","NPM17266.MC2","MARTR2",2017-09-23 11:42:00,"1.0",4,NA,NA,3,NA
"1657","NPM17267.MC2","MARTR2",2017-09-24 11:47:00,"1.0",4,NA,NA,3,NA
"1658","NPM17268.MC2","MARTR2",2017-09-25 10:48:00,"1.0",4,NA,NA,3,NA
"1659","NPM17269.MC2","MARTR2",2017-09-26 10:46:00,"1.0",4,NA,NA,4,NA
"1660","NPM17270.MC2","MARTR2",2017-09-27 10:19:00,"1.0",4,NA,NA,3,NA
"1661","NPM17271.MC2","MARTR2",2017-09-28 12:12:00,"1.0",4,NA,NA,4.5,NA
"1662","NPM17272.MC2","MARTR2",2017-09-29 13:18:00,"1.0",4,NA,NA,6.5,NA
"1663","NPM17273.MC2","MARTR2",2017-09-30 14:18:00,"1.0",5,NA,NA,5.5,NA
"1664","NPM17274.MC2","MARTR2",2017-10-01 12:09:00,"1.0",4,NA,NA,1.5,NA
"1665","NPM17275.MC2","MARTR2",2017-10-02 12:07:00,"1.0",5,NA,NA,2.5,NA
"1666","NPM17276.MC2","MARTR2",2017-10-03 12:58:00,"1.0",4,NA,NA,3,NA
"1667","NPM17277.MC2","MARTR2",2017-10-04 09:18:00,"1.0",4,NA,NA,0.5,NA
"1668","NPM17278.MC2","MARTR2",2017-10-05 10:54:00,"1.0",4,NA,NA,3,"snowed several inches last night"
"1669","NPM17279.MC2","MARTR2",2017-10-06 10:44:00,"1.0",4,NA,NA,2,NA
"1670","NPM17280.MC2","MARTR2",2017-10-07 11:18:00,"1.0",4,NA,NA,4,NA
"1671","NPM17281.MC2","MARTR2",2017-10-08 11:00:00,"1.0",4,NA,NA,1,"VEry cold."
"1672","NPM17282.MC2","MARTR2",2017-10-09 11:44:00,"1.0",4,NA,NA,0.5,"very cold, got into low teens last night and trap was icy."
"1673","NPM17283.MC2","MARTR2",2017-10-10 11:02:00,"1.0",3,NA,NA,1.5,"trap was icy, very cold"
"1674","NPM17284.MC2","MARTR2",2017-10-11 09:51:00,"1.0",3,NA,NA,3,NA
"1675","NPM17285.MC2","MARTR2",2017-10-12 13:50:00,"1.0",3,NA,NA,2,NA
"1676","NPM17286.MC2","MARTR2",2017-10-13 12:25:00,"0.5",0,NA,NA,0,"Snow clogged trap, approximately 8 inces of snow on ground."
"1677","NPM17287.MC2","MARTR2",2017-10-14 12:09:00,"0.5",0,NA,NA,0,"Trap froze"
"1678","NPM17288.MC2","MARTR2",2017-10-15 13:48:00,"0.5",0,NA,NA,3.5,"Trap froze overnight"
"1679","NPM17289.MC2","MARTR2",2017-10-16 13:51:00,"1.0",4,NA,NA,3,NA
"1680","NPM17290.MC2","MARTR2",2017-10-17 12:36:00,"1.0",4,NA,NA,1.5,NA
"1681","NPM17291.MC2","MARTR2",2017-10-18 10:20:00,"1.0",4,NA,NA,0,NA
"1682","NPM17292.MC2","MARTR2",2017-10-19 11:28:00,"1.0",4,NA,NA,3.5,NA
"1683","NPM17293.MC2","MARTR2",2017-10-20 11:20:00,"1.0",4,NA,NA,1,"4"" new snow, lots of debris in trap, shoveled snow to make a path to trap"
"1684","NPM17294.MC2","MARTR2",2017-10-21 11:36:00,"1.0",4,NA,NA,0,"3"" new snow overnight with a total of 8"" on ground around tent.  Lots of snow and ice on trap weighing it down.  It is close to rock as water lowers."
"1685","NPM17295.MC2","MARTR2",2017-10-22 10:58:00,"1.0",4,NA,NA,2,"trap was very full of debris. pine needles and willow leaves.  rained very had all night, very windy as well."
"1686","NPM17296.MC2","MARTR2",2017-10-23 11:39:00,"1.0",2,NA,NA,1,"back half of trap was under water due to so much debris.  Fish could escape through slit near drum, which would explain low numbers.  Low RPM as well."
"1687","NPM17297.MC2","MARTR2",2017-10-24 11:23:00,"1.0",4,NA,NA,1,"trap was very icy."
"1688","NPM17298.MC2","MARTR2",2017-10-25 10:14:00,"1.0",4,NA,NA,0,"very cold, 17 farenheit, trap was very icy."
"1689","NPM17299.MC2","MARTR2",2017-10-26 13:43:00,"1.0",4,NA,NA,3,NA
"1690","NPM17300.MC2","MARTR2",2017-10-27 14:36:00,"1.0",4,NA,NA,3,NA
"1691","NPM17301.MC2","MARTR2",2017-10-28 13:10:00,"1.0",4,NA,NA,2.5,NA
"1692","NPM17302.MC2","MARTR2",2017-10-29 13:49:00,"1.0",4,NA,NA,3.5,NA
"1693","NPM17303.MC2","MARTR2",2017-10-30 13:46:00,"1.0",4,NA,NA,2.5,NA
"1694","NPM17304.MC2","MARTR2",2017-10-31 11:58:00,"1.0",4,NA,NA,0,NA
"1695","NPM17305.MC2","MARTR2",2017-11-01 10:27:00,"1.0",4,NA,NA,0,NA
"1696","NPM17306.MC2","MARTR2",2017-11-02 12:02:00,"1.0",4,NA,NA,1,NA
"1697","NPM17307.MC2","MARTR2",2017-11-03 14:57:00,"1.0",4,NA,NA,1,"No fish in trap, pulled cone for season."
"1698","NPM-2018-084-MC2","MARTR2",2018-03-25 13:44:30.397,"1.0",NA,NA,NA,2.5,NA
"1699","NPM-2018-085-MC2","MARTR2",2018-03-26 14:56:05.26,"1.0",NA,NA,NA,1,NA
"1700","NPM-2018-083-MC2","MARTR2",2018-03-26 16:37:54.31,"1.0",NA,NA,NA,3,NA
"1701","NPM-2018-086-MC2","MARTR2",2018-03-27 16:07:08.957,"1.0",NA,NA,NA,2,NA
"1702","NPM-2018-087-MC2","MARTR2",2018-03-28 13:03:14.533,"1.0",NA,NA,NA,1,NA
"1703","NPM-2018-088-MC2","MARTR2",2018-03-29 14:36:10.91,"1.0",NA,2.04,NA,3,"Sunny and warm, 45 f"
"1704","NPM-2018-089-MC2","MARTR2",2018-03-30 15:25:23.43,"1.0",NA,2.11,NA,0,"No fish, sunny and fairly warm."
"1705","NPM-2018-090-MC2","MARTR2",2018-03-31 14:00:59.383,"1.0",NA,2.21,NA,2,"Cloudy and Cool.  very low water."
"1706","NPM-2018-091-MC2","MARTR2",2018-04-01 16:18:26.34,"1.0",NA,2.27,NA,3,"No fish, sunny and fairly warm."
"1707","NPM-2018-092-MC2","MARTR2",2018-04-02 17:29:37.84,"1.0",NA,2.33,NA,1,"Very cold, very windy, snowed 4 inches last night."
"1708","NPM-2018-093-MC2","MARTR2",2018-04-03 16:30:31.877,"1.0",NA,2.08,NA,2.57,"was 5 degrees farenheit last night"
"1709","NPM-2018-094-MC2","MARTR2",2018-04-04 13:12:15.833,"1.0",NA,2.2,NA,0.63,"Cloudy and cool."
"1710","NPM-2018-095-MC2","MARTR2",2018-04-05 13:06:25.243,"1.0",NA,2.15,NA,6,NA
"1711","NPM-2018-096-MC2","MARTR2",2018-04-06 13:36:38.6,"1.0",NA,2.3,NA,3,NA
"1712","NPM-2018-097-MC2","MARTR2",2018-04-07 09:57:16.05,"1.0",NA,2.75,NA,2,"Cone lifted and trap moved down stream approx. 20-30 feet and in towards tent side bank. Trap was secured with one safety cable on near side pontoon in the front and two ropes, one on the front of pontoon and the other on the back. Both ropes and cable are reinforced with straps around trees. Trap was pulled due to flood watch and rain forecast."
"1713","NPM-2018-098-MC2","MARTR2",2018-04-08 16:20:22.71,"0.0",NA,3.33,NA,2,"Trap was pulled the morning of 04/07 due to flood watch and rain forecast. Dropped cone today and moved trap into main current (RPM 6.0)."
"1714","NPM-2018-099-MC2","MARTR2",2018-04-09 14:14:30.217,"1.0",NA,NA,NA,2,NA
"1715","NPM-2018-100-MC2","MARTR2",2018-04-10 15:41:04.257,"1.0",NA,NA,NA,2,NA
"1716","NPM-2018-101-MC2","MARTR2",2018-04-11 13:16:37.63,"1.0",NA,3.23,NA,2,NA
"1717","NPM-2018-102-MC2","MARTR2",2018-04-12 15:51:40.833,"1.0",NA,3.46,NA,1,"very windy, blowing snow and cold.  trap was filled with debris.  moved out of thalweg 2 ft, rising water and debris"
"1718","NPM-2018-103-MC2","MARTR2",2018-04-13 14:44:09.92,"1.0",NA,3.15,NA,1,"took blocks off cone since water is high enough.  put trap back in thalweg.  New PRM is 5.5"
"1719","NPM-2018-104-MC2","MARTR2",2018-04-14 11:14:45.05,"1.0",NA,3.05,NA,0,"snowing very hard and cold"
"1720","NPM-2018-105-MC2","MARTR2",2018-04-15 16:00:41.82,"1.0",NA,NA,NA,3.33,"put tire on so cleaning drum is now in operating"
"1721","NPM-2018-106-MC2","MARTR2",2018-04-16 16:46:27.547,"1.0",NA,3.33,NA,3,"snowed 3 inches overnight.  water came up and RPM increased by 1 full rotation since yesterday. 5.25 to 6.25. water is slightly murky and lots of debris in trap despite cleaning drum."
"1722","NPM-2018-107-MC2","MARTR2",2018-04-17 15:44:03.273,"1.0",NA,3.29,NA,3,"moved trap 1-2 feet into near bank in order to allow room for boaters on 4/18.  New RPM is 5.0"
"1723","NPM-2018-108-MC2","MARTR2",2018-04-18 12:58:28.343,"0.5",NA,3.09,NA,3,"Was a low of around 10 degrees last night.  Trap was completely frozen and cone not spinning.  Water inside trap box was nearly frozen solid, and no fish were in the trap.  Cone may have been frozen most of the night.  After I got it spinning RPM was 3.75"
"1724","NPM-2018-109-MC2","MARTR2",2018-04-19 14:14:33.16,"1.0",NA,3.1,NA,3,"Installed new handle and railing on trap. Moved trap back out approx. 2' into main current. New RPM is 5.50"
"1725","NPM-2018-110-MC2","MARTR2",2018-04-20 14:18:57.523,"1.0",NA,3.11,NA,3,"Installed water depth gauge be;pw trap. (Does not match sill depth that we have previously been recording online). New gauge reads 2.0 ft today."
"1726","NPM-2018-111-MC2","MARTR2",2018-04-21 13:52:17.127,"1.0",NA,2.1,NA,3,NA
"1727","NPM-2018-112-MC2","MARTR2",2018-04-22 11:28:01.1,"1.0",NA,2.4,NA,3,"Moved trap towards bank approx. 2-3' due to increasing flows and blocked cone. New RPM: 5.00"
"1728","NPM-2018-113-MC2","MARTR2",2018-04-23 13:48:03.027,"1.0",NA,2.7,NA,5,"Trap is still moved in approx. 2-3' due to increaseing flows and rain forecast."
"1729","NPM-2018-114-MC2","MARTR2",2018-04-24 14:18:10.23,"1.0",NA,2.8,NA,5,"Moved trap in another 2 feet to slow down RPM. New RPM:"
"1730","NPM-2018-115-MC2","MARTR2",2018-04-25 12:03:26.353,"0.5",NA,3,NA,3,"Log jammed in cone."
"1731","NPM-2018-116-MC2","MARTR2",2018-04-26 14:38:00.597,"0.5",NA,3,NA,1.5,"Large log stuck in cone and was not spinning.  Had to dislodge log and pull cone.  Pulled trap to shore and secured with ropes and cables.  NO fish as they could swim out."
"1732","NPM-2018-117-MC2","MARTR2",2018-04-27 16:31:48.267,"0.0",NA,3.1,NA,3,"Water is slightly higher but trap is sitting well.  Has 3 safety ropes and 1 safety cable."
"1733","NPM-2018-118-MC2","MARTR2",2018-04-28 16:52:46.95,"0.0",NA,3.15,NA,3,"not fishing due to high water"
"1734","NPM-2018-119-MC2","MARTR2",2018-04-29 18:02:28.45,"0.0",NA,3.2,NA,3,"Moved trap downstream another 10 or so feet to location where it should be able to sit for duration of high water."
"1735","NPM-2018-120-MC2","MARTR2",2018-04-30 13:34:22.32,"0.0",NA,3,NA,3,"moved trap out because of lower water and fear of becoming stranded on rocks."
"1736","NPM-2018-121-MC2","MARTR2",2018-05-01 19:33:23.103,"0.0",NA,3,NA,2,"Cloudy and cold weather"
"1737","NPM-2018-122-MC2","MARTR2",2018-05-02 10:11:59,"0.0",NA,NA,NA,2,NA
"1738","NPM-2018-123-MC2","MARTR2",2018-05-03 13:40:07.11,"0.0",NA,3.25,NA,2,"Trap pulled due to high flows."
"1739","NPM-2018-124-MC2","MARTR2",2018-05-04 15:07:56.67,"0.0",NA,3.25,NA,2,"Trap still pulled and not fishing due to high water."
"1740","NPM-2018-125-MC2","MARTR2",2018-05-05 14:37:03.993,"0.0",NA,3.4,NA,2,"Trap still pulled and not fishing due to high flows."
"1741","NPM-2018-126-MC2","MARTR2",2018-05-06 14:04:47.6,"0.0",NA,3.7,NA,3,"Trap is still pulled and not fishing due to high flows."
"1742","NPM-2018-127-MC2","MARTR2",2018-05-07 14:08:39.647,"0.0",NA,4,NA,3,"Trap still pulled and not fishing due to high flows."
"1743","NPM-2018-128-MC2","MARTR2",2018-05-08 13:28:08.283,"0.0",NA,4.5,NA,3,"Trap is still pulled and not fishing due to high flows."
"1744","NPM-2018-129-MC2","MARTR2",2018-05-09 09:21:29.973,"0.0",NA,4.5,NA,3,"Trap is still pulled, not fishing due to high flows. Too deep to get accurate water depth."
"1745","NPM-2018-130-MC2","MARTR2",2018-05-10 12:23:05.877,"0.0",NA,NA,NA,2.5,"VERY high water.  Trap not fishing."
"1746","NPM-2018-131-MC2","MARTR2",2018-05-11 12:57:45.81,"0.0",NA,NA,NA,3,"Snowing, several inches"
"1747","NPM-2018-132-MC2","MARTR2",2018-05-12 17:30:43.85,"0.0",NA,NA,NA,2,"snowy and cold"
"1748","NPM-2018-133-MC2","MARTR2",2018-05-13 16:30:34.403,"0.0",NA,NA,NA,3,"moved trap out about3 ft due to lower water"
"1749","NPM-2018-134-MC2","MARTR2",2018-05-14 16:24:26.537,"0.0",NA,NA,NA,4.5,"sunny and warm"
"1750","NPM-2018-135-MC2","MARTR2",2018-05-15 16:53:53.937,"0.0",NA,NA,NA,4.5,"Cloudy and Cool.  Water consistently high, not rising or dropping"
"1751","NPM-2018-136-MC2","MARTR2",2018-05-16 12:06:01.76,"0.0",NA,NA,NA,4,"CLOUDY AND RAIN"
"1752","NPM-2018-137-MC2","MARTR2",2018-05-17 12:47:26.787,"0.0",NA,NA,NA,4,"Trap is still pulled and not fishing due to high flows."
"1753","NPM-2018-138-MC2","MARTR2",2018-05-18 12:08:12.323,"0.0",NA,NA,NA,4,"Trap pulled and still is not fishing due to high flows."
"1754","NPM-2018-139-MC2","MARTR2",2018-05-19 10:45:50.137,"0.0",NA,NA,NA,4,"Trap still pulled and not fishing due to high flows."
"1755","NPM-2018-140-MC2","MARTR2",2018-05-20 12:00:42.12,"0.0",NA,NA,NA,4,"Trap pulled and is not fishing due to high flows."
"1756","NPM-2018-141-MC2","MARTR2",2018-05-21 11:28:59.12,"0.0",NA,NA,NA,4,"Trap is still pulled and not fishing due to high water."
"1757","NPM-2018-142-MC2","MARTR2",2018-05-22 11:24:44.183,"0.0",NA,NA,NA,4,"Trap pulled and is not fishing due to high flows."
"1758","NPM-2018-143-MC2","MARTR2",2018-05-23 09:34:33.873,"0.0",NA,NA,NA,4,"Trap is still pulled; not fishing due to high water."
"1759","NPM-2018-144-MC2","MARTR2",2018-05-24 19:37:14.737,"0.0",NA,NA,NA,4,"SUNNY AND WARM"
"1760","NPM-2018-145-MC2","MARTR2",2018-05-25 13:59:59.987,"0.0",NA,NA,NA,3,"sunny and fairly warm.  water is very high"
"1761","NPM-2018-146-MC2","MARTR2",2018-05-26 12:47:51.737,"0.0",NA,NA,NA,3,"cloudy and rainy."
"1762","NPM-2018-147-MC2","MARTR2",2018-05-27 17:25:03.94,"0.0",NA,NA,NA,4,"sunny, possible dropped since yesterday,"
"1763","NPM-2018-148-MC2","MARTR2",2018-05-28 12:59:08.427,"0.0",NA,NA,NA,5,"rainy.  tested RPM. was at 9.25 and swaying dangerously.  Will not fish yet."
"1764","NPM-2018-149-MC2","MARTR2",2018-05-29 14:57:12.277,"0.0",NA,NA,NA,5,"sunny. water dropping!"
"1765","NPM-2018-150-MC2","MARTR2",2018-05-30 18:08:26.59,"0.0",NA,NA,NA,3,"Water dropping; trap still is not fishing."
"1766","NPM-2018-151-MC2","MARTR2",2018-05-31 16:40:54.693,"0.0",NA,NA,NA,5,"Trap still is not fishing due to high flows."
"1767","NPM-2018-152-MC2","MARTR2",2018-06-01 13:02:20.52,"0.0",NA,4,NA,5,"Trap is still pulled and not fishing due to high flows."
"1768","NPM-2018-153-MC2","MARTR2",2018-06-02 14:12:32.217,"0.0",NA,3.5,NA,5,"Trap moved upstream and secured to bank; water dropping."
"1769","NPM-2018-154-MC2","MARTR2",2018-06-03 13:05:36.437,"0.0",NA,3.4,NA,5,"Trap still pulled and not fishing; water dropping."
"1770","NPM-2018-155-MC2","MARTR2",2018-06-04 13:26:39.447,"0.0",NA,3.4,NA,5,"Moved trap out into main current due to shallow water; cone is still lifted. Tested RPM:9.50"
"1771","NPM-2018-156-MC2","MARTR2",2018-06-05 13:02:10.673,"0.0",NA,3.5,NA,5,"Trap is still pulled; not fishing. River went up about an inch over night."
"1772","NPM-2018-157-MC2","MARTR2",2018-06-06 15:06:17.123,"0.0",NA,NA,NA,5,"sunny, 75.  started fishing trap close to bank. RPM=5.75"
"1773","NPM-2018-158-MC2","MARTR2",2018-06-07 14:09:49.55,"1.0",NA,NA,NA,8,"raining very hard. n moved trap out into thalweg a bit more.  New RPM of 7.75.  cone is blocked"
"1774","NPM-2018-159-MC2","MARTR2",2018-06-08 12:30:39.983,"1.0",NA,NA,NA,8.5,"sunny but had night/morning rain.  Trap moved itself from thalweg (area) into eddy overnight so RPM was reduced from 7.75 to 4.25.  Moved back into thalweg for RPM of 8"
"1775","NPM-2018-160-MC2","MARTR2",2018-06-09 16:57:16.187,"1.0",NA,NA,NA,7,"not fishing in thalweg due to high water.  no fish."
"1776","NPM-2018-161-MC2","MARTR2",2018-06-10 17:00:30.253,"1.0",NA,NA,NA,4,"snowing and very cold.  moved trap much further out, nearly in thalweg.  still blocked cone though.  New RPM=8"
"1777","NPM-2018-162-MC2","MARTR2",2018-06-11 12:38:52.723,"1.0",NA,NA,NA,4,"raining.  trap moved from thalweg into eddy overnight.  Pushed back for RPM of 8.0"
"1778","NPM-2018-163-MC2","MARTR2",2018-06-12 12:53:27.257,"1.0",NA,NA,NA,6,"trap moved back into eddy b\y itself overnight.  sunny and warm"
"1779","NPM-2018-164-MC2","MARTR2",2018-06-13 12:08:15.793,"1.0",NA,NA,NA,7,"sunny and warm.  trap stayed in current all night and did not swing into eddy."
"1780","NPM-2018-165-MC2","MARTR2",2018-06-14 11:40:27.573,"1.0",NA,2.7,NA,7,NA
"1781","NPM-2018-166-MC2","MARTR2",2018-06-15 13:36:16.133,"1.0",NA,2.6,NA,8,NA
"1782","NPM-2018-167-MC2","MARTR2",2018-06-16 10:06:48.02,"1.0",NA,2.6,NA,8,NA
"1783","NPM-2018-168-MC2","MARTR2",2018-06-17 11:25:15.403,"1.0",NA,2.6,NA,8,NA
"1784","NPM-2018-169-MC2","MARTR2",2018-06-18 08:11:08.207,"1.0",NA,3,NA,8,"Heavy rain last night, river came up."
"1785","NPM-2018-170-MC2","MARTR2",2018-06-19 12:18:54.937,"1.0",NA,2.8,NA,8,NA
"1786","NPM-2018-171-MC2","MARTR2",2018-06-20 09:32:50.15,"1.0",NA,2.6,NA,8,NA
"1787","NPM-2018-172-MC2","MARTR2",2018-06-21 12:14:00.66,"1.0",NA,NA,NA,7,"rained very hard this morning.  rainy now."
"1788","NPM-2018-173-MC2","MARTR2",2018-06-22 11:16:30.863,"1.0",NA,NA,NA,6,"sunny and warm.  removed one block from cone with same RPM"
"1789","NPM-2018-174-MC2","MARTR2",2018-06-23 10:56:03.187,"1.0",NA,NA,NA,6,"sunny and fairly warm after a night of heavy rain"
"1790","NPM-2018-175-MC2","MARTR2",2018-06-24 11:27:05.687,"1.0",NA,NA,NA,6,"sunny and fairly warm."
"1791","NPM-2018-176-MC2","MARTR2",2018-06-25 12:17:45.883,"1.0",NA,NA,NA,8,"sunny and warm.  removed cones from block and moved furhte rinto thalweg.  new RPM 8"
"1792","NPM-2018-177-MC2","MARTR2",2018-06-26 11:24:37.49,"1.0",NA,NA,NA,8,"sunny and warm."
"1793","NPM-2018-178-MC2","MARTR2",2018-06-27 10:00:57.057,"1.0",NA,NA,NA,6,"sunny and warm"
"1794","NPM-2018-179-MC2","MARTR2",2018-06-28 12:04:48.03,"1.0",NA,2.3,NA,6.5,NA
"1795","NPM-2018-180-MC2","MARTR2",2018-06-29 11:57:54.277,"1.0",NA,2.2,NA,6.5,NA
"1796","NPM-2018-181-MC2","MARTR2",2018-06-30 12:02:43.37,"1.0",NA,2.1,NA,6.5,NA
"1797","NPM-2018-182-MC2","MARTR2",2018-07-01 12:03:24.77,"1.0",NA,2.1,NA,6.5,NA
"1798","NPM-2018-183-MC2","MARTR2",2018-07-02 12:12:29.663,"1.0",NA,2.1,NA,6.5,NA
"1799","NPM-2018-184-MC2","MARTR2",2018-07-03 12:12:00.58,"1.0",NA,2,NA,6.5,NA
"1800","NPM-2018-185-MC2","MARTR2",2018-07-04 09:11:58.18,"1.0",NA,2,NA,6.5,NA
"1801","NPM-2018-186-MC2","MARTR2",2018-07-05 10:52:51.123,"1.0",NA,NA,NA,8,"sunny and hot."
"1802","NPM-2018-187-MC2","MARTR2",2018-07-06 13:30:43.307,"0.5",NA,NA,NA,8,"sunny and hot.  small stick caught in trap and cone was not spinning.  No fish in trap/"
"1803","NPM-2018-188-MC2","MARTR2",2018-07-07 11:53:12.767,"1.0",NA,NA,NA,10,"sunny and quite warm"
"1804","NPM-2018-189-MC2","MARTR2",2018-07-08 11:54:44.88,"1.0",NA,NA,NA,8,"cloudy and cool"
"1805","NPM-2018-190-MC2","MARTR2",2018-07-09 11:03:47.877,"1.0",NA,NA,NA,9,"sunny and very hot"
"1806","NPM-2018-191-MC2","MARTR2",2018-07-10 10:26:01.943,"1.0",NA,NA,NA,8,"sunny and warm"
"1807","NPM-2018-192-MC2","MARTR2",2018-07-11 10:41:21.357,"1.0",NA,NA,NA,7,"sunny and warm"
"1808","NPM-2018-193-MC2","MARTR2",2018-07-12 12:49:09.503,"1.0",NA,NA,NA,7,NA
"1809","NPM-2018-194-MC2","MARTR2",2018-07-13 11:21:07,"1.0",NA,NA,NA,7,NA
"1810","NPM-2018-195-MC2","MARTR2",2018-07-14 12:10:15.42,"1.0",NA,NA,NA,8,NA
"1811","NPM-2018-196-MC2","MARTR2",2018-07-15 12:38:17.917,"1.0",NA,NA,NA,10,NA
"1812","NPM-2018-197-MC2","MARTR2",2018-07-16 11:44:03.783,"1.0",NA,NA,NA,10,"When standing on trap the cone would rub bottom, so I placed 1 4X4 block on each side of trap to lift cone higher. New RPM: 5.00"
"1813","NPM-2018-198-MC2","MARTR2",2018-07-17 12:25:35.517,"1.0",NA,NA,NA,10,NA
"1814","NPM-2018-199-MC2","MARTR2",2018-07-18 12:25:11.86,"1.0",NA,NA,NA,10,NA
"1815","NPM-2018-200-MC2","MARTR2",2018-07-19 12:16:28.373,"1.0",NA,NA,NA,10,"sunny and warm. very low water"
"1816","NPM-2018-201-MC2","MARTR2",2018-07-20 11:12:00.423,"1.0",NA,NA,NA,8,"cool and sunny"
"1817","NPM-2018-202-MC2","MARTR2",2018-07-21 11:57:08.08,"1.0",NA,NA,NA,9,"sunny and warm"
"1818","NPM-2018-203-MC2","MARTR2",2018-07-22 11:14:26.033,"1.0",NA,NA,NA,8.5,"sunny and hot. very low water. cone is blocked due to low water"
"1819","NPM-2018-204-MC2","MARTR2",2018-07-23 11:08:54.633,"1.0",NA,NA,NA,6.5,"sunny and cool. was a cold night. moved trap out 1 foot further. water is very low. same RPM"
"1820","NPM-2018-205-MC2","MARTR2",2018-07-24 11:14:05.333,"1.0",NA,NA,NA,6.5,"sunny and warm"
"1821","NPM-2018-206-MC2","MARTR2",2018-07-25 11:05:05.93,"1.0",NA,NA,NA,6.5,"cloudy, smoky. cool"
"1822","NPM-2018-207-MC2","MARTR2",2018-07-26 13:21:29.46,"1.0",NA,NA,NA,11,NA
"1823","NPM-2018-208-MC2","MARTR2",2018-07-27 11:05:13.733,"1.0",NA,NA,NA,11,NA
"1824","NPM-2018-209-MC2","MARTR2",2018-07-28 12:35:11.127,"1.0",NA,NA,NA,11,NA
"1825","NPM-2018-210-MC2","MARTR2",2018-07-29 11:18:17.817,"1.0",NA,NA,NA,9,NA
"1826","NPM-2018-211-MC2","MARTR2",2018-07-30 11:20:45.443,"1.0",NA,NA,NA,10,NA
"1827","NPM-2018-212-MC2","MARTR2",2018-07-31 11:20:28.467,"1.0",NA,NA,NA,8,NA
"1828","NPM-2018-213-MC2","MARTR2",2018-08-01 12:48:44.587,"1.0",NA,NA,NA,11,NA
"1829","NPM-2018-214-MC2","MARTR2",2018-08-02 13:04:46.047,"1.0",NA,NA,NA,10,"smokey and sunny, hot"
